ts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2014-08-23 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-08-24 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-08-25 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-08-26 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-08-27 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-08-28 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-08-29 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-08-30 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-08-31 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-01 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-02 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-03 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-04 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-05 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-06 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-07 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-08 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-09 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-10 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-11 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-12 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-13 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-14 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
2014-09-15 07:30:00,23.53,22.54,21.54,20.54,19.54,18.54,17.57,16.57,15.57,14.57,13.57,12.57,11.57,10.57,9.57,8.57,7.57,6.57,5.58,4.58,3.58,2.62,1.62,0.62,0.0
