blct,12,0.70833333333333337,0.52083333333333337,1.9583333333333333
blct,13,2.2083333333333335,0,12.354166666666666
blct,14,0.52083333333333337,0.5,2.375
blct,23,3.0,2.3333333333333335,12.979166666666666
gamb,1,0.27083333333333331,0.8125,0
gamb,17,2.2291666666666665,0,0
gamt,1,0.29166666666666669,0,0
gamt,9,0.27083333333333331,0,0
gamt,10,0,0,1.125
gamt,17,0.5,0,0
humb,9,0,0,2.875
humb,16,0,0.45833333333333331,0
humb,19,0.3125,0,1.375
humt,1,0.66666666666666663,0,0
humt,21,0.41666666666666669,0.47916666666666669,2.0
lipb,1,0.4375,0,0
mamb,1,0,0.33333333333333331,1.1875
mamb,9,0.45833333333333331,0,0
mamb,13,0.35416666666666669,0.35416666666666669,0
mamb,14,0.35416666666666669,0.54166666666666663,2.0208333333333335
mamb,16,0.5,0,1.4166666666666667
mamb,20,0.5625,0.64583333333333337,1.9375
oslt,1,0.33333333333333331,0.75,2.3125
oslt,2,1.5,0.27083333333333331,2.5
oslt,4,0.95833333333333337,1.1041666666666667,4.083333333333333
oslt,8,0.60416666666666663,0.58333333333333337,4.895833333333333
plab,1,0,0.35416666666666669,0
plab,38,0,0,1.2083333333333333
plat,1,1.0416666666666667,0,0
plat,2,0.39583333333333331,0,0
plat,10,0,0,1.7083333333333333
plat,15,0,0,1.3958333333333333
plat,30,0.375,0.29166666666666669,1.1666666666666667
plat,38,0.3125,0,0
sinu,1,0.41666666666666669,0,1.25
