ts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2014-08-23 07:30:00,-0.9488,-0.9063,-0.8673,-0.8714,-0.8075,-0.8035,-0.751,-0.4046,-0.4066,-0.4026,-0.3004,-0.2613,-0.2323,-0.2243,-0.2122,-0.1144,-0.0889,-0.1031,-0.0731,-0.0246,-0.0186,0.0563,0.1217,0.1895,0.2305,0.3866,0.0
2014-08-24 07:30:00,-0.9488,-0.9063,-0.8673,-0.8714,-0.8075,-0.8035,-0.751,-0.4046,-0.4066,-0.4026,-0.3004,-0.2613,-0.2323,-0.2243,-0.2122,-0.1144,-0.0889,-0.1031,-0.0731,-0.0246,-0.0186,0.0563,0.1217,0.1895,0.2305,0.3866,0.0
2014-08-25 07:30:00,-0.9488,-0.9063,-0.8673,-0.8714,-0.8075,-0.8035,-0.751,-0.4046,-0.4066,-0.4026,-0.3004,-0.2613,-0.2323,-0.2243,-0.2122,-0.1144,-0.0889,-0.1031,-0.0731,-0.0246,-0.0186,0.0563,0.1217,0.1895,0.2305,0.3866,0.0
2014-08-26 07:30:00,-0.9488,-0.9063,-0.8673,-0.8714,-0.8075,-0.8035,-0.751,-0.4046,-0.4066,-0.4026,-0.3004,-0.2613,-0.2323,-0.2243,-0.2122,-0.1144,-0.0889,-0.1031,-0.0731,-0.0246,-0.0186,0.0563,0.1217,0.1895,0.2305,0.3866,0.0
2014-08-27 07:30:00,-0.9488,-0.9063,-0.8673,-0.8714,-0.8075,-0.8035,-0.751,-0.4046,-0.4066,-0.4026,-0.3004,-0.2613,-0.2323,-0.2243,-0.2122,-0.1144,-0.0889,-0.1031,-0.0731,-0.0246,-0.0186,0.0563,0.1217,0.1895,0.2305,0.3866,0.0
2014-08-28 07:30:00,-0.9488,-0.9063,-0.8673,-0.8714,-0.8075,-0.8035,-0.751,-0.4046,-0.4066,-0.4026,-0.3004,-0.2613,-0.2323,-0.2243,-0.2122,-0.1144,-0.0889,-0.1031,-0.0731,-0.0246,-0.0186,0.0563,0.1217,0.1895,0.2305,0.3866,0.0
2014-08-29 07:30:00,-0.9488,-0.9063,-0.8673,-0.8714,-0.8075,-0.8035,-0.751,-0.4046,-0.4066,-0.4026,-0.3004,-0.2613,-0.2323,-0.2243,-0.2122,-0.1144,-0.0889,-0.1031,-0.0731,-0.0246,-0.0186,0.0563,0.1217,0.1895,0.2305,0.3866,0.0
2014-08-30 07:30:00,-0.9488,-0.9063,-0.8673,-0.8714,-0.8075,-0.8035,-0.751,-0.4046,-0.4066,-0.4026,-0.3004,-0.2613,-0.2323,-0.2243,-0.2122,-0.1144,-0.0889,-0.1031,-0.0731,-0.0246,-0.0186,0.0563,0.1217,0.1895,0.2305,0.3866,0.0
2014-08-31 07:30:00,-0.9488,-0.9063,-0.8673,-0.8714,-0.8075,-0.8035,-0.751,-0.4046,-0.4066,-0.4026,-0.3004,-0.2613,-0.2323,-0.2243,-0.2122,-0.1144,-0.0889,-0.1031,-0.0731,-0.0246,-0.0186,0.0563,0.1217,0.1895,0.2305,0.3866,0.0
2014-09-01 07:30:00,-0.9488,-0.9063,-0.8673,-0.8714,-0.8075,-0.8035,-0.751,-0.4046,-0.4066,-0.4026,-0.3004,-0.2613,-0.2323,-0.2243,-0.2122,-0.1144,-0.0889,-0.1031,-0.0731,-0.0246,-0.0186,0.0563,0.1217,0.1895,0.2305,0.3866,0.0
