ts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2014-09-08 07:30:00,0.6867,0.6736,0.6686,0.6619,0.6491,0.6491,0.6337,0.6204,0.5949,0.569,0.5482,0.539,0.5154,0.5035,0.4968,0.4767,0.4783,0.4692,0.4498,0.4388,0.4485,0.4484,0.4225,0.4079,0.3973,0.0468,0.0085,0.0091,0.0,0.0,0.0
2014-09-09 07:30:00,0.6844,0.6717,0.6667,0.66,0.6476,0.6476,0.6322,0.6193,0.5937,0.5678,0.5472,0.5378,0.5145,0.5028,0.4961,0.4761,0.4778,0.4689,0.4498,0.4388,0.4484,0.4483,0.4224,0.4078,0.3974,0.0469,0.0085,0.0091,0.0,0.0,0.0
2014-09-10 07:30:00,0.684,0.6712,0.6665,0.6599,0.6471,0.6471,0.6318,0.6186,0.5936,0.5678,0.5471,0.5378,0.5142,0.5024,0.4959,0.4763,0.478,0.469,0.4497,0.4387,0.4482,0.4482,0.4223,0.4078,0.3975,0.0469,0.0085,0.009,0.0,0.0,0.0
2014-09-11 07:30:00,0.6834,0.6707,0.6663,0.6596,0.6471,0.6471,0.6317,0.6186,0.5936,0.5677,0.5472,0.5378,0.5144,0.5024,0.4954,0.4757,0.4775,0.4684,0.4491,0.4378,0.4472,0.4476,0.4217,0.4072,0.3971,0.0467,0.0083,0.0091,0.0,0.0,0.0
2014-09-12 07:30:00,0.6815,0.6684,0.6649,0.6588,0.6464,0.6464,0.631,0.6176,0.593,0.5672,0.547,0.5375,0.5143,0.5018,0.4947,0.4751,0.4766,0.4676,0.4486,0.4377,0.4477,0.4477,0.4219,0.4073,0.3972,0.0467,0.0084,0.0089,0.0,0.0,0.0
2014-09-13 07:30:00,0.6815,0.6686,0.6646,0.6583,0.6458,0.6458,0.6306,0.6176,0.593,0.5672,0.5465,0.5374,0.514,0.5021,0.4955,0.4758,0.4777,0.4681,0.4489,0.4378,0.4472,0.4474,0.4214,0.4069,0.3967,0.0465,0.0081,0.009,0.0,0.0,0.0
2014-09-14 07:30:00,0.6819,0.6692,0.6647,0.6583,0.6458,0.6458,0.6305,0.6175,0.593,0.5673,0.5466,0.5374,0.5139,0.502,0.4954,0.4757,0.4776,0.4676,0.4486,0.4377,0.4473,0.4477,0.4218,0.4072,0.3972,0.0466,0.0079,0.009,0.0,0.0,0.0
2014-09-15 07:30:00,0.6827,0.6699,0.6653,0.6588,0.6461,0.6461,0.6305,0.6174,0.593,0.5672,0.5467,0.5378,0.5142,0.5023,0.4957,0.476,0.4779,0.468,0.449,0.4381,0.4474,0.4477,0.4218,0.4074,0.3973,0.0463,0.0078,0.0089,0.0,0.0,0.0
2014-09-16 07:30:00,0.6808,0.668,0.6634,0.6572,0.6443,0.6443,0.6293,0.6163,0.5921,0.5664,0.5458,0.5364,0.513,0.5014,0.4948,0.475,0.4767,0.4669,0.4478,0.4369,0.4463,0.4466,0.4206,0.4064,0.3961,0.0463,0.0078,0.0088,0.0,0.0,0.0
2014-09-17 07:30:00,0.6803,0.6672,0.6642,0.6581,0.6452,0.6452,0.6298,0.6164,0.5918,0.5655,0.5448,0.5353,0.5121,0.5001,0.493,0.4734,0.4754,0.4659,0.4469,0.436,0.4455,0.4455,0.4197,0.4056,0.3955,0.0457,0.0079,0.0089,0.0,0.0,0.0
