ts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
2014-08-23 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-08-24 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-08-25 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-08-26 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-08-27 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-08-28 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-08-29 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-08-30 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-08-31 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-09-01 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-09-02 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-09-03 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-09-04 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
2014-09-05 07:30:00,1.0609,1.0869,1.0947,1.084,1.087,1.0463,1.0433,1.0142,0.9936,0.9699,0.9739,0.9548,0.9193,0.8735,0.8895,0.9173,0.8784,0.8517,0.7751,0.5778,0.5778,0.527,0.5323,0.4645,0.4414,0.388,0.346,0.3095,0.3075,0.2783,0.2562,0.2228,0.1824,0.1361,0.0908,0.0786,0.0446,0.0446,0.0374,0.0
