ts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
2014-08-23 07:30:00,14.47,13.97,13.47,12.97,12.47,11.97,11.47,10.97,10.47,9.97,9.47,8.97,8.47,7.97,7.47,6.97,6.47,5.97,5.5,5.0,4.5,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.5,0.0
2014-08-24 07:30:00,14.47,13.97,13.47,12.97,12.47,11.97,11.47,10.97,10.47,9.97,9.47,8.97,8.47,7.97,7.47,6.97,6.47,5.97,5.5,5.0,4.5,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.5,0.0
2014-08-25 07:30:00,14.47,13.97,13.47,12.97,12.47,11.97,11.47,10.97,10.47,9.97,9.47,8.97,8.47,7.97,7.47,6.97,6.47,5.97,5.5,5.0,4.5,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.5,0.0
2014-08-26 07:30:00,14.47,13.97,13.47,12.97,12.47,11.97,11.47,10.97,10.47,9.97,9.47,8.97,8.47,7.97,7.47,6.97,6.47,5.97,5.5,5.0,4.5,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.5,0.0
2014-08-27 07:30:00,14.47,13.97,13.47,12.97,12.47,11.97,11.47,10.97,10.47,9.97,9.47,8.97,8.47,7.97,7.47,6.97,6.47,5.97,5.5,5.0,4.5,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.5,0.0
2014-08-28 07:30:00,14.47,13.97,13.47,12.97,12.47,11.97,11.47,10.97,10.47,9.97,9.47,8.97,8.47,7.97,7.47,6.97,6.47,5.97,5.5,5.0,4.5,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.5,0.0
2014-08-29 07:30:00,14.47,13.97,13.47,12.97,12.47,11.97,11.47,10.97,10.47,9.97,9.47,8.97,8.47,7.97,7.47,6.97,6.47,5.97,5.5,5.0,4.5,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.5,0.0
2014-08-30 07:30:00,14.47,13.97,13.47,12.97,12.47,11.97,11.47,10.97,10.47,9.97,9.47,8.97,8.47,7.97,7.47,6.97,6.47,5.97,5.5,5.0,4.5,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.5,0.0
2014-08-31 07:30:00,14.47,13.97,13.47,12.97,12.47,11.97,11.47,10.97,10.47,9.97,9.47,8.97,8.47,7.97,7.47,6.97,6.47,5.97,5.5,5.0,4.5,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.5,0.0
2014-09-01 07:30:00,14.47,13.97,13.47,12.97,12.47,11.97,11.47,10.97,10.47,9.97,9.47,8.97,8.47,7.97,7.47,6.97,6.47,5.97,5.5,5.0,4.5,4.0,3.5,3.0,2.5,2.0,1.5,1.0,0.5,0.0
