ts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2014-08-23 07:00:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 07:30:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 08:00:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 08:30:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 09:00:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 09:30:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 10:00:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 10:30:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 11:00:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 11:30:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 12:00:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 12:30:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 13:00:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 13:30:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 14:00:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
2014-08-23 14:30:00,0.0,0.0718,0.0631,0.011,0.012,-0.0571,0.01,0.1268,0.1134,-0.0312,0.0605,0.0059,0.0551,0.1122,0.3619,0.0596,0.0918,0.0,0.1715
