ts,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
2014-08-23 07:00:00,-0.0425,-0.039,0.0041,-0.0639,-0.004,-0.0525,-0.3464,0.002,-0.004,-0.1022,-0.0391,-0.029,-0.008,-0.0121,-0.0978,-0.0255,0.0142,-0.03,-0.0485,-0.006,-0.0749,-0.0654,-0.0678,-0.041,-0.1561,0.3866
2014-08-23 07:30:00,-0.0425,-0.039,0.0041,-0.0639,-0.004,-0.0525,-0.3464,0.002,-0.004,-0.1022,-0.0391,-0.029,-0.008,-0.0121,-0.0978,-0.0255,0.0142,-0.03,-0.0485,-0.006,-0.0749,-0.0654,-0.0678,-0.041,-0.1561,0.3866
2014-08-23 08:00:00,-0.0425,-0.039,0.0041,-0.0639,-0.004,-0.0525,-0.3464,0.002,-0.004,-0.1022,-0.0391,-0.029,-0.008,-0.0121,-0.0978,-0.0255,0.0142,-0.03,-0.0485,-0.006,-0.0749,-0.0654,-0.0678,-0.041,-0.1561,0.3866
2014-08-23 08:30:00,-0.0425,-0.039,0.0041,-0.0639,-0.004,-0.0525,-0.3464,0.002,-0.004,-0.1022,-0.0391,-0.029,-0.008,-0.0121,-0.0978,-0.0255,0.0142,-0.03,-0.0485,-0.006,-0.0749,-0.0654,-0.0678,-0.041,-0.1561,0.3866
2014-08-23 09:00:00,-0.0425,-0.039,0.0041,-0.0639,-0.004,-0.0525,-0.3464,0.002,-0.004,-0.1022,-0.0391,-0.029,-0.008,-0.0121,-0.0978,-0.0255,0.0142,-0.03,-0.0485,-0.006,-0.0749,-0.0654,-0.0678,-0.041,-0.1561,0.3866
2014-08-23 09:30:00,-0.0425,-0.039,0.0041,-0.0639,-0.004,-0.0525,-0.3464,0.002,-0.004,-0.1022,-0.0391,-0.029,-0.008,-0.0121,-0.0978,-0.0255,0.0142,-0.03,-0.0485,-0.006,-0.0749,-0.0654,-0.0678,-0.041,-0.1561,0.3866
2014-08-23 10:00:00,-0.0425,-0.039,0.0041,-0.0639,-0.004,-0.0525,-0.3464,0.002,-0.004,-0.1022,-0.0391,-0.029,-0.008,-0.0121,-0.0978,-0.0255,0.0142,-0.03,-0.0485,-0.006,-0.0749,-0.0654,-0.0678,-0.041,-0.1561,0.3866
2014-08-23 10:30:00,-0.0425,-0.039,0.0041,-0.0639,-0.004,-0.0525,-0.3464,0.002,-0.004,-0.1022,-0.0391,-0.029,-0.008,-0.0121,-0.0978,-0.0255,0.0142,-0.03,-0.0485,-0.006,-0.0749,-0.0654,-0.0678,-0.041,-0.1561,0.3866
2014-08-23 11:00:00,-0.0425,-0.039,0.0041,-0.0639,-0.004,-0.0525,-0.3464,0.002,-0.004,-0.1022,-0.0391,-0.029,-0.008,-0.0121,-0.0978,-0.0255,0.0142,-0.03,-0.0485,-0.006,-0.0749,-0.0654,-0.0678,-0.041,-0.1561,0.3866
2014-08-23 11:30:00,-0.0425,-0.039,0.0041,-0.0639,-0.004,-0.0525,-0.3464,0.002,-0.004,-0.1022,-0.0391,-0.029,-0.008,-0.0121,-0.0978,-0.0255,0.0142,-0.03,-0.0485,-0.006,-0.0749,-0.0654,-0.0678,-0.041,-0.1561,0.3866
